filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
Recording(10).wav,0.31541749835014343,0.04246487095952034,1164.3848181381416,1423.455019613536,2393.137679561492,0.05286825856854839,-389.8904113769531,150.85577392578125,11.183009147644043,22.06867027282715,-11.738210678100586,-3.744974374771118,-16.361644744873047,0.6875205636024475,-12.965265274047852,1.6080528497695923,4.778913497924805,-12.073881149291992,-14.054572105407715,5.5324554443359375,-3.0811872482299805,-6.651666164398193,3.7300074100494385,-1.4739313125610352,-3.5226287841796875,-3.961221694946289,0
Recording(11).wav,0.29406800866127014,0.054844554513692856,1228.8538124494848,1514.0375038277264,2405.98436438519,0.05341372282608696,-345.394775390625,129.51995849609375,13.182385444641113,21.692543029785156,-7.9666032791137695,-5.340280055999756,-22.305570602416992,2.8519880771636963,-6.248040676116943,-2.7633864879608154,-6.641262531280518,-5.131420135498047,-15.347750663757324,1.7981210947036743,-5.16261100769043,-18.26953125,4.1727986335754395,-4.1768927574157715,2.4791014194488525,0.2789543569087982,0
Recording(12).wav,0.27760791778564453,0.04785863310098648,1295.2363083351663,1618.044875451865,2674.06752332509,0.056148830935251796,-383.3684387207031,117.7823486328125,17.631423950195312,22.91581153869629,-7.625967979431152,-4.135854244232178,-11.381471633911133,7.077115058898926,-5.077780723571777,-1.4793567657470703,-1.6065547466278076,-5.422243118286133,-13.708605766296387,0.8177347779273987,-4.506720066070557,-11.722920417785645,0.9536477327346802,-4.063796043395996,-0.6236602067947388,-0.6854524612426758,0
Recording(13).wav,0.2852647006511688,0.04374800622463226,1121.2702448629486,1367.4195717991709,2222.1147017045455,0.05242999188311688,-384.875732421875,137.56072998046875,18.019765853881836,20.900148391723633,-6.939459323883057,-6.791308879852295,-19.181068420410156,0.5894260406494141,-3.1590778827667236,0.48060792684555054,-4.226894855499268,-12.95553207397461,-13.69335651397705,4.051044464111328,-4.2192864418029785,-10.083455085754395,7.517424583435059,-0.43823474645614624,-1.9984289407730103,-1.3463765382766724,0
Recording(14).wav,0.2805107831954956,0.03989825397729874,1251.4832863237468,1576.8285952646918,2678.325388691213,0.048354347153465344,-391.633544921875,138.70921325683594,21.949665069580078,27.73645782470703,-14.894381523132324,-1.7910856008529663,-19.02813720703125,9.674156188964844,-11.133309364318848,-1.3112878799438477,-3.1700925827026367,-1.3183646202087402,-13.930959701538086,0.10609511286020279,-6.271117687225342,-12.769133567810059,3.7584543228149414,-8.122331619262695,-1.4244095087051392,-0.882041871547699,0
Recording(15).wav,0.2990799844264984,0.04252432659268379,1293.1055272192077,1413.1928994810903,2460.0772146451272,0.07040353548728813,-364.47747802734375,136.0410614013672,-2.492136240005493,13.483452796936035,-4.853676795959473,-9.485444068908691,-19.23574447631836,4.6337890625,-1.768561840057373,-2.8631739616394043,-2.158710241317749,-1.288834571838379,-18.146320343017578,-3.025988817214966,4.178062915802002,-14.21642780303955,-4.174263954162598,-5.3936381340026855,-7.048149108886719,9.760893821716309,0
Recording(16).wav,0.29432085156440735,0.04813668131828308,1178.7134065285761,1362.556286660384,2304.052734375,0.057469418174342105,-385.0895080566406,149.52813720703125,16.06094741821289,38.76227951049805,-10.204060554504395,-3.521855115890503,-25.229772567749023,3.4017913341522217,-0.5085470080375671,-6.5135817527771,-3.9542348384857178,-3.9302685260772705,-8.696627616882324,-1.217914342880249,0.6428085565567017,-7.535403728485107,7.792142391204834,2.4812581539154053,-4.278200149536133,-4.032118320465088,0
Recording(17).wav,0.3172791600227356,0.04990929737687111,1161.3254306116607,1307.6946439932524,2193.343983525815,0.06332795516304347,-370.3424377441406,129.6428985595703,4.374208450317383,24.252727508544922,1.9544047117233276,-2.9539618492126465,-14.858601570129395,1.185227632522583,-8.339696884155273,-21.764856338500977,-4.637945652008057,-3.785393476486206,-15.40466594696045,-6.07090950012207,2.2529914379119873,-4.342562675476074,1.8849395513534546,3.4245548248291016,-0.15388844907283783,6.804020881652832,0
Recording(18).wav,0.3226633667945862,0.04329312592744827,1189.7346405590267,1371.360422683919,2265.9708658854165,0.058277271412037035,-382.35491943359375,133.04502868652344,8.657776832580566,21.795249938964844,7.688334941864014,-1.0413860082626343,-18.52531623840332,5.288441181182861,-4.839461803436279,-13.045055389404297,-7.905318260192871,-3.4048917293548584,-15.71465015411377,-7.517892837524414,2.791264295578003,-8.840003967285156,4.616082668304443,1.8654217720031738,0.9754747748374939,6.064276695251465,0
Recording(19).wav,0.3297390043735504,0.0348186157643795,1285.9583029602045,1407.7659779197656,2303.3102101293102,0.06285358297413793,-393.2431335449219,140.36668395996094,0.5365623235702515,23.89703941345215,2.594973564147949,-6.995132923126221,-13.827432632446289,5.20395040512085,-6.912693023681641,-9.158520698547363,-4.5025315284729,1.2293988466262817,-10.27864933013916,-0.9068042039871216,3.479196310043335,-13.238779067993164,1.672790288925171,-0.8660694360733032,-3.127077341079712,-1.438225269317627,0
Recording(2).wav,0.3087269961833954,0.03244306892156601,1132.5341283876332,1531.1304188894414,2273.019588694853,0.05142750459558824,-418.0600280761719,131.2423858642578,22.97669219970703,32.34846878051758,-6.338456630706787,2.1827340126037598,-12.250904083251953,-0.30869176983833313,-14.12708854675293,-0.5552346110343933,8.039819717407227,-11.1229887008667,-8.98881721496582,4.981967926025391,-2.4662201404571533,-3.882505178451538,8.162812232971191,2.410179853439331,3.7271854877471924,1.4213426113128662,0
Recording(20).wav,0.379585862159729,0.03236844018101692,1210.687172556885,1524.5136293696405,2575.2685546875,0.050618489583333336,-448.9649963378906,132.44741821289062,23.69468879699707,30.779863357543945,-4.670810222625732,-1.9552335739135742,-15.84506607055664,0.984058678150177,-8.920052528381348,-1.615014672279358,0.5027496814727783,-5.544466018676758,-10.263010025024414,6.614116668701172,-0.4591815173625946,-8.827590942382812,8.860323905944824,0.8221626281738281,-0.1168440580368042,-0.08744829893112183,0
Recording(21).wav,0.284130334854126,0.019198531284928322,1552.1872838970944,1692.035560537003,3032.021817294034,0.08480557528409091,-432.4528503417969,136.70709228515625,10.254857063293457,12.338152885437012,-25.219755172729492,-5.691158771514893,-18.066112518310547,-3.721486806869507,-18.320430755615234,4.780200958251953,-13.442203521728516,-1.0344096422195435,-2.129197120666504,-7.484854221343994,8.017035484313965,-11.384004592895508,4.870935440063477,-8.911332130432129,-6.374791145324707,-1.7131762504577637,0
Recording(22).wav,0.3225618004798889,0.02276604063808918,1643.9540256245323,1598.7996390814365,2727.7848753210615,0.10449887628424658,-416.265625,131.7314453125,17.493932723999023,12.780853271484375,-22.554487228393555,1.8336586952209473,-7.3045854568481445,-3.2735986709594727,-25.44203758239746,4.929176330566406,-13.224507331848145,0.9970324039459229,-7.324652671813965,-2.2564468383789062,5.070724010467529,-6.343376636505127,8.711772918701172,-3.5365867614746094,-1.0299972295761108,-2.633204460144043,0
Recording(23).wav,0.26585277915000916,0.016821159049868584,1317.0533613538596,1567.5324103868136,2541.162664240057,0.061967329545454544,-448.2281188964844,146.1268310546875,19.67180633544922,11.783354759216309,-28.9095401763916,8.605457305908203,-11.086274147033691,-6.987124919891357,-22.65114974975586,-2.147059440612793,-8.289447784423828,-5.220373153686523,-1.5374846458435059,-5.452653884887695,3.813617467880249,-6.8027663230896,5.59837532043457,-3.9198858737945557,-7.594372749328613,-1.8138493299484253,0
Recording(24).wav,0.3006727993488312,0.02557561546564102,1805.1190882038889,1885.6461772147652,3584.872033461085,0.09547280365566038,-403.0872497558594,120.10192108154297,21.72757339477539,9.459028244018555,-23.270896911621094,2.6642627716064453,-18.478214263916016,-3.459920644760132,-18.81228256225586,3.875767230987549,-8.74963665008545,-1.3658781051635742,-2.389627456665039,-1.8342022895812988,8.036282539367676,-11.153371810913086,5.322892665863037,-4.07155179977417,-8.337981224060059,-2.7992942333221436,0
Recording(25).wav,0.26114046573638916,0.020943712443113327,1471.8027059002154,1709.3174270024792,3035.6808684593025,0.06217069404069767,-397.4628601074219,140.0288543701172,-0.6246539950370789,23.057233810424805,-35.85117721557617,-2.359238624572754,-20.04215431213379,-0.5278626680374146,-14.101347923278809,-0.6246083378791809,-12.551833152770996,0.19277127087116241,-7.484419822692871,-5.819303512573242,5.73026180267334,-8.26448917388916,3.9060943126678467,-6.9036126136779785,-1.0002750158309937,-4.016611099243164,0
Recording(26).wav,0.3237028121948242,0.018672635778784752,1446.6672401804058,1568.9129038947558,2766.632080078125,0.07670375279017858,-403.3540954589844,147.0759735107422,4.846834659576416,22.547515869140625,-30.50790023803711,11.895200729370117,-17.122129440307617,-5.976057529449463,-11.736445426940918,-3.0585038661956787,-4.176517963409424,1.891826868057251,-5.78615140914917,-2.218184232711792,1.9727693796157837,-6.227818012237549,0.7762448191642761,-6.674434185028076,-3.785107374191284,-9.979451179504395,0
Recording(27).wav,0.2828966975212097,0.015305021777749062,1018.2226005472304,1282.9143331017508,1757.8446551067073,0.0487328506097561,-446.730712890625,165.72946166992188,4.075586318969727,29.767526626586914,-27.94828987121582,-4.244027614593506,-21.75159454345703,-10.481762886047363,-11.228395462036133,-4.003808975219727,-5.599025249481201,-5.8395233154296875,1.8320560455322266,-3.0372684001922607,3.7122340202331543,-6.7159552574157715,-1.6274263858795166,-5.331862449645996,-5.0098395347595215,-4.575312614440918,0
Recording(28).wav,0.39013344049453735,0.01687963865697384,1005.0957673689921,1242.4270888947326,1665.5104417067307,0.05443709935897436,-438.296875,170.7212371826172,-1.656254529953003,19.977996826171875,-13.561250686645508,4.821115970611572,-23.9521427154541,-9.78235912322998,-6.865407943725586,3.897698402404785,-4.878836631774902,-7.142860412597656,-0.7720990180969238,-8.3700532913208,-3.160576105117798,-4.012994766235352,-0.25862449407577515,-3.707555055618286,-1.905803918838501,-6.425311088562012,0
Recording(29).wav,0.301265686750412,0.01861930452287197,964.0744225022222,1311.9339136049728,1605.2251771438953,0.04718159520348837,-427.87841796875,159.14279174804688,4.458804130554199,17.750635147094727,-10.351705551147461,3.762023687362671,-22.31428337097168,-10.86526870727539,-17.623470306396484,-1.6065375804901123,-7.293496131896973,-11.420438766479492,-5.562868118286133,-10.270076751708984,-0.7703089118003845,-6.303359031677246,-1.72564697265625,-4.324843883514404,-3.2411417961120605,-8.772418022155762,0
